link,Nome,Pontuação,Avaliações,somelier,tipo,origem,Vinícola,Teor Alcoólico,Amadurecimento,Safra,Classificação,Visual,Olfativo,Gustativo,Temperatura de serviço,Potencial de guarda,Harmonização
https://wine.com.br/vinhos/beni-di-batasiolo-vigna-bricco-di-vergne-d-o-c-dolcetto-dalba-2016-375-ml/prod18957.html,Beni di Batasiolo Vigna Bricco di Vergne D.O.C. Dolcetto dAlba 2016 375 ml,,,"Tinto com aromas de frutas vermelhas e negras, nota floral e de especiarias. Seu paladar é fresco, de médio corpo, com taninos macios e final agradável. Bricco di Vergne é o nome do vinhedo que fornece as uvas para a elaboração desse rótulo.",Tinto,Itália-Piemonte,Beni di Batasiolo,13.00% ABV,"Em garrafas, nas caves",2016,Seco,Rubi com reflexos violáceos,"Frutas vermelhas, frutas negras, floral, especiarias","Fresco, médio corpo, taninos macios, final agradável",15 °C,5 anos,"Filé-mignon grelhado com manteiga de ervas, costela suína assada ao forno, frango à siciliana, pizza de lombo defumado, canelone vegetariano, queijos semiduros."
https://wine.com.br/vinhos/beni-di-batasiolo-sovrana-d-o-c-barbera-d-alba-2015/prod18954.html,Beni di Batasiolo Sovrana D.O.C. Barbera d`Alba 2015,4.0,2,"Elaborado pela renomada vinícola Batasiolo, este tinto italiano tem aromas de frutas vermelhas, notas florais e de especiarias, com nuances de baunilha e tostado. Em boca tem corpo de leve para médio, taninos macios, boa acidez, é frutado e tem boa persistência. Este exemplar é um varietal da uva Barbera, umas das nobres tintas do Piemonte.",Tinto,Itália-Piemonte,Beni di Batasiolo,14.50% ABV,30 a 40% do vinho amadurece por 12 meses em barricas de carvalho francês.,2015,Seco,Rubi,"Frutas vermelhas, floral, especiarias, baunilha, tostado","Corpo de leve para médio, taninos macios, boa acidez, frutado, boa persistência",16 °C,6 anos,"Fettuccine all'Amatriciana, bife Ancho com batata sauté, costelinha suína com risoto de alho poró, frango ao molho pardo, polenta cremosa ao ragu de shitake, e queijos semiduros."
https://wine.com.br/vinhos/defesa-do-esporao-tinto-2016/prod18945.html,Defesa do Esporão Tinto 2016,4.0,11,"Tinto frutado, com aporte de especiarias e toque floral. No paladar se revela gastronômico, com médio corpo, boa acidez e taninos macios. Defesa é uma linha elaborado pela renomada vinícola Esporão com exclusividade e conta com a expertise dos enólogos David Baverstock e Luís Patrão.",Tinto,Portugal-Alentejo,Esporão,14.00% ABV,Parte do vinho amadureceu 6 meses em barricas de carvalho francês.,2016,Seco,Rubi,"Frutas vermelhas, frutas negras, especiarias, floral","Frutado, médio corpo, boa acidez, taninos macios, gastronômico",15 °C,5 anos,"Carne de panela com polenta cremosa, paleta de cordeiro assada, capelete na manteiga e sálvia, picanha na brasa com purê de mandioquinha, costela de tira, empanadas de carne."
https://wine.com.br/vinhos/calyptra-vivendo-reserve-assemblage-2014/prod18962.html,Calyptra Vivendo Reserve Assemblage 2014,3.5,10,"Produzido pela Calyptra, uma vinícola boutique chilena que conta com a experiência do enólogo francês François Massoc, este tinto expressa a arte do assemblage, ao mesclar três diferentes variedades francesas. Com grande expressão aromática, para uma experiência completa, decante por cerca de 30 minutos antes de degustar.",Tinto,,Calyptra,15.50% ABV,12 meses em barricas de carvalho francês.,2014,Seco,Rubi intenso,"Frutas vermelhas, cereja negra, pimenta preta, violeta","Acidez agradável, taninos presentes, corpo de médio para encorpado",16 °C,7 anos,"Entrecôte em crosta de ervas, nhoque aos quatro queijos, risoto milanês com cordeiro, lasanha de carne seca gratinada, costela suína ao barbecue, queijos semiduros ou duros."
https://wine.com.br/vinhos/defesa-do-esporao-rose-2016/prod18947.html,Defesa do Esporão Rosé 2016,3.5,10,"Rosé com aromas de frutas vermelhas, traços herbáceos e paladar de corpo leve para médio, com boa acidez e taninos quase imperceptíveis. Elaborado pela renomada vinícola Esporão, tem perfil contemporâneo e fácil de gostar. Seu nome refere-se a uma das mais antigas propriedades do sul de Portugal, a Defesa do Esporão.",Rosé,Portugal-Alentejo,Esporão,12.50% ABV,Não passa por amadurecimento.,2016,Seco,Rosa,"Cereja, framboesa, herbáceo","Corpo de leve para médio, boa acidez, traços de taninos, frutas vermelhas, final agradável",10 °C,4 anos,"Pizza de tomate seco, churrasco, sashimi de atum, bobó de camarão, risoto de frutos do mar, queijos semiduros."
https://wine.com.br/vinhos/calyptra-inedito-limited-edition-2011/prod18963.html,Calyptra Inédito Limited Edition 2011,5.0,2,"Com intenso aroma de ameixa madura, cereja preta, notas de especiarias e toque amadeirado, este tinto traz um paladar concentrado, encorpado, com taninos presentes, boa acidez e final longo. Elaborado com uvas colhidas a mão de um vinhedo especial, esse rótulo ícone da Calyptra, possui uma produção limitada, com apenas 3.250 garrafas para todo o mundo. O longo amadurecimento em barricas de carvalho, fabricadas na própria vinícola, agrega intensidade de aromas e sabores, deixando esse vinho ainda mais nobre.",Tinto,,Calyptra,14.50% ABV,"26 meses em barricas novas de carvalho francês, mais 12 meses em garrafa",2011,Seco,Rubi intenso com reflexos violáceos,"Ameixa madura, cereja preta, especiarias, amadeirado","Concentrado, encorpado, taninos presentes, boa acidez, final longo",16 °C,15 anos,"Tournedos de mignon com cogumelos gratinados, costeleta de cordeiro ao molho de hortelã, carré de javali ao molho de pimenta rosa, massa gratinada, escondidinho de carne seca, queijos de sabor forte."
https://wine.com.br/vinhos/braschi-sburoun-bianco-2016/prod18959.html,Braschi Sburoun Bianco 2016,4.5,3,"Complexo e cheio de personalidade, este vinho mescla quatro diferentes uvas brancas. O nome Sburoun é uma referência as pessoas que se destacam, e o rótulo é uma arte de Tonino Guerra, um poeta e escritor italiano, que era um amante assumido dos vinhos da vinícola Braschi.",Branco,Itália-Emilia-Romagna,Braschi,12.50% ABV,"4 meses em tanques de aço inox, mais 2 meses em garrafa. ",2016,Seco,Amarelo-claro,"Abacaxi, floral","Boa acidez, corpo de leve para médio, frutado",10 °C,4 anos,"Espaguete ao pesto, risoto de parma, mix de queijos e embutidos, quiche de alho poró, risole de camarão, frango grelhado com legumes. "
https://wine.com.br/vinhos/beni-di-batasiolo-d-o-c-g-barolo-2013-375-ml/prod18956.html,Beni di Batasiolo D.O.C.G. Barolo 2013 375 ml,,,"Um Barolo típico, com aromas de frutas secas, notas de especiarias, tostado, traços florais e herbáceos, e dono de um paladar encorpado, com taninos presentes, boa acidez, perfil frutado e final longo. Traz no rótulo um nome de grande importância no Piemonte, Batasiolo. Esta vinícola, internacionalmente reconhecida, leva ao mundo a bandeira da sua região de origem, elaborando vinhos em várias denominações do Piemonte, entre elas a mais famosa, Barolo. É dela este exemplar, constituído por um blend de vários vinhedos de Nebbiolo dentro da denominação, de forma a alcançar elegância e tipicidade, gerando um vinho de qualidade consistente safra após safra.",Tinto,Itália-Barolo,Beni di Batasiolo,13.50% ABV,Minimo de dois anos em barris de carvalho eslavo e um ano em tanques de inox.,2013,Seco,Rubi com reflexos granada,"Ameixa, cereja seca, especiarias, tostado, floral, herbáceo","Encorpado, taninos presentes, boa acidez, frutado, final longo",17 °C,8 anos,"Bisteca bovina grelhada, medalhão de javali ao molho de funghi porcini, paleta de cordeiro ao forno, costelette di vitello alla valdostana, penne ao molho de cotechino, queijos semiduros."
https://wine.com.br/vinhos/monte-sasso-d-o-c-romagna-sangiovese-2015/prod18961.html,Monte Sasso D.O.C. Romagna Sangiovese 2015,2.0,3,"Elaborado com uvas provenientes de vinhas com mais de 35 anos de idade, de um vinhedo com apenas 5 hectares chamado Monte Sasso, este tinto expressa a tipicidade da Sangiovese e de um dos melhores terrois da região de Emilia-Romagna, além de ostentar a assinatura da prestigiada vinícola Braschi.",Tinto,Itália-Romagna,Braschi,13.50% ABV,16 meses em grandes toneis de carvalho eslavo de 3500 litros.,2015,Seco,Rubi com reflexos granada,"Cereja, groselha, pimenta, floral","Médio corpo, boa acidez, taninos macios, frutado, bom final",16 °C,8 anos,"Lasanha à bolonhesa, iscas de filé mignon, penne ao pomodoro, pizza marguerita, maminha grelhada com batatas, e queijos semiduros."
https://wine.com.br/vinhos/defesa-do-esporao-branco-2016/prod18946.html,Defesa do Esporão Branco 2016,4.0,3,"Frutado e com notas cítricas tanto no aroma quanto no paladar, esse vinho mescla as uvas brancas Arinto, Antão Vaz e Roupeiro. Esse rótulo integra a linha Defesa do Esporão, que faz referência a uma das mais antigas propriedades do sul de Portugal, que hoje é a sede da vinícola Esporão.",Branco,Portugal-Alentejo,Esporão,13.00% ABV,Em tanques de aço inox.,2016,Seco,Amarelo-claro com reflexos esverdeados,"Frutas maduras, cítrico","Frutado, boa acidez, corpo de leve para médio, cítrico",8 °C,3 anos,"Quiche de queijo, camarões salteados, espaguete primavera, filé de tilápia, moqueca com pirão, queijos leves."
https://wine.com.br/vinhos/beni-di-batasiolo-d-o-c-langhe-nebbiolo-2016/prod18952.html,Beni di Batasiolo D.O.C. Langhe Nebbiolo 2016,4.0,1,"Com aroma de frutas maduras, notas de especiarias e toque floral, este tinto possui médio corpo, taninos presentes e acidez agradável. Produzido sob a Denominação de Origem Controlada Langhe, localizada na renomada região do Piemonte, esse rótulo traz uma das mais importantes uvas tintas italianas, a Nebbiolo. Esse exemplar ainda conta com a experiência e tradição da Beni di Batasiolo, uma vinícola familiar presente no mundo do vinho desde 1978.",Tinto,Itália-Langhe,Beni di Batasiolo,14.00% ABV,6 meses em barricas de carvalho e tanques de aço inox.,2016,Seco,Rubi,"Frutas maduras, especiarias, floral","Médio corpo, taninos presentes, acidez agradável",15 °C,5 anos,"Filé à parmegiana, contra-filé na manteiga de ervas, costela no bafo, batatas recheadas, pizzas variadas, lasanha gratinada."
https://wine.com.br/vinhos/val-delle-rose-aurelio-2015/prod18942.html,Val Delle Rose Aurelio 2015,4.0,1,"Com uma produção limitada, este tinto considerado um Super Toscano, expressa a tipicidade do terroir de Maremma Toscana. Elaborado pela vinícola Val delle Rose, o nome desse rótulo, ""Aurelio"", deriva de uma estrada que contorna a costa sul dessa bela região italiana.",Tinto,Itália-Maremma Toscana,Val delle Rose,14.50% ABV,"12 meses em barricas de carvalho, mais 6 meses em garrafa. ",2015,Seco,Rubi,"Frutas vermelhas maduras, especiarias, chocolate, tabaco, terroso","Médio corpo, taninos macios, acidez agradável",15 °C,6 anos,"Bistecca alla Fiorentina, polenta mole com molho de javali, pappardelle com ragu de cordeiro, pimentão vermelho recheado com risoto de açafrão, pizza de presunto cru com parmesão, queijos duros."
https://wine.com.br/vinhos/sardelli-d-o-c-g-chianti-2016/prod18944.html,Sardelli D.O.C.G. Chianti 2016,3.5,124,"O Chianti é um dos mais conhecidos e clássicos vinhos da Itália, um patrimônio da Toscana. Este diferencia-se por ser elaborado apenas com a uva Sangiovese, e tem ainda como garantia de qualidade a vinícola Cecchi, e a mestria com que o produz. É delicioso principalmente se harmonizado com os mais variados alimentos.",Tinto,Itália-Toscana,Cecchi,13.00% ABV,2 meses em garrafa.,2016,Seco,Rubi,"Frutas vermelhas frescas, folhas secas, vegetal","Leve, frutado, fresco, boa acidez, taninos macios",16 °C,4 anos,"Bolinho de mandioca com carne seca ao molho de jabuticaba, burritos de carne com queijo e jalapeño, lasanha de berinjela, rocambole de carne, spaghetti alla Norma, e queijos semiduros."
https://wine.com.br/vinhos/gallo-signature-series-santa-lucia-highlands-pinot-noir-2014/prod18922.html,Gallo Signature Series Santa Lucia Highlands Pinot Noir 2014,4.5,2,"Rótulo assinado por Gina Gallo, enóloga integrante da família de produtores mais renomados da Califórnia, que o elaborou a partir de um vinhedo único, cujo terroir privilegiado é semelhante ao da aclamada Borgonha. Entre vários reconhecimentos, foi pontuado por Robert Parker e recebeu a dupla medalha de ouro no concurso Winemaker Challenge, de San Diego.",Tinto,Estados Unidos-Santa Lucia Highlands,E. & J. Gallo Winery,15.20% ABV,8 meses em carvalho francês sobre as borras,2014,Meio Seco/Demi-Sec,Rubi,"Cereja negra, amora, framboesa, especiarias, baunilha, floral,","Frutado, bom corpo, taninos macios, boa acidez",15 °C,6 anos,"Paleta de cordeiro assada ao molho de cogumelo, arroz de pato, boeuf bourguignon, polenta mole com ragu de linguiça, ratatouille, queijos como epoisses, gouda e provolone."
https://wine.com.br/vinhos/dancing-bull-california-cabernet-sauvignon-2014/prod18929.html,Dancing Bull Califórnia Cabernet Sauvignon 2014,3.5,7,"Com aroma de groselha negra, ameixa madura, notas de chocolate e de especiarias, este típico tinto californiano possui um paladar frutado, com taninos macios, acidez agradável e bom corpo. Esse rótulo é elaborado com a Cabernet Sauvignon, uma variedade originária da França mas que se adaptou muito bem ao clima quente da Califórnia, originando rótulos intensos e aromáticos como esse exemplar.",Tinto,Estados Unidos-Califórnia,Dancing Bull Wines,13.70% ABV,3 meses em barricas de carvalho americano,2014,Meio Seco/Demi-Sec,Rubi intenso,"Groselha negra, ameixa madura, chocolate, especiarias","Frutado, taninos macios, acidez agradável, bom corpo",15 °C,6 anos,"Picanha na chapa, fraldinha braseada, risoto de linguiça fresca, polenta mole aos quatro queijos, lasanha de shitake, queijos de média cura."
https://wine.com.br/vinhos/bridlewood-monterey-county-chardonnay-2015/prod18919.html,Bridlewood Monterey County Chardonnay 2015,4.0,1,"Vinho branco com aromas de frutas brancas e cítricas, com notas de tosta e nuance de mel. Seu paladar se mostra leve, cítrico, fresco e de persistência agradável. Os solos que compõem o terroir em que os vinhedos de Chardonnay da Bridlewood estão plantados são arenosos com depósitos de calcário, semelhantes aos dos renomados vinhedos da Borgonha.",Branco,Estados Unidos-Califórnia,Bridlewood Estate Winery,13.90% ABV,Parte do vinho amadurece em tanques de aço inox e parte em barricas de carvalho,2015,Meio Seco/Demi-Sec,Amarelo-palha,"Frutas brancas, frutas cítricas, tosta, mel","Leve, cítrico, fresco, persistência agradável",9 °C,4 anos,"Salmão grelhado com molho de limão siciliano, camarão à provençal, atum em crosta de gergelim, ceviche de frutos do mar, posta de bacalhau fresco grelhada, berinjela grelhada com ricota defumada e picles."
https://wine.com.br/vinhos/gallo-signature-series-russian-river-valley-chardonnay-2015/prod18921.html,Gallo Signature Series Russian River Valley Chardonnay 2015,4.0,1,"Chardonnay com aromas de frutas brancas e amarelas, com notas de frutas cristalizadas e tosta, além de nuance de mel e especiarias. Seu paladar se mostra harmônico, complexo, frutado, de médio corpo, com acidez agradável e bom final. Elaborado pela enóloga Gina Gallo, que integra a terceira geração da reconhecida família Gallo, esse exemplar é o blend de dois vinhedos. Gina escolheu Laguna Ranch Vineyard e Del Rio Vineyard, ambos no Russian River Valley.",Branco,Estados Unidos-Russian River Valley,E. & J. Gallo Winery,14.50% ABV,12 meses em barricas de carvalho francês e americano,2015,Seco,Amarelo,"Frutas brancas, frutas amarelas, frutas cristalizadas, tosta, mel, especiarias","Harmônico, complexo, frutado, médio corpo, acidez agradável, bom final",9 °C,5 anos,"Bucatini com bacalhau e 3 queijos, lombo suíno ao molho de laranja, vieiras à provençal, caril de lulas, canelone integral com abóbora e espinafre, queijos frescos."
https://wine.com.br/vinhos/calyptra-vivendo-reserve-d-o-alto-cachapoal-valley-chardonnay-2016/prod18900.html,Calyptra Vivendo Reserve D.O. Alto Cachapoal Valley Chardonnay 2016,4.0,3,"Vinho branco com aromas de frutas brancas, cítricas e amarelas, com destaque para o abacaxi, com nota floral. Seu paladar, se mostra leve, cítrico, com boa acidez e bom final. Este exemplar foi elaborado no Alto Cachapoal Valley, numa altitude de 1000 metros, pela vinícola boutique Calyptra, com a rainha das uvas brancas, a Chardonnay, e amadurecido em tanques de aço inox para preservar os aromas e sabores naturais da uva.",Branco,,Calyptra,13.50% ABV,18 meses em tanques de aço inox,2016,Seco,Amarelo-claro,"Frutas brancas, frutas cítricas, frutas amarelas, floral","Leve, cítrico, boa acidez, bom final",9 °C,5 anos,"Bolinho de risoto, crepes variados, bruschettas e canapés, espaguete com molho branco, quiche de espinafre, moqueca de camarão."
https://wine.com.br/vinhos/bodega-navarro-correas-los-arboles-mendoza-cabernet-sauvignon-2017/prod18894.html,Bodega Navarro Correas Los Arboles Mendoza Cabernet Sauvignon 2017,3.5,48,"O rótulo desse exemplar traz uma ilustração que faz referência ao seu nome, pois Los Arboles é uma homenagem às árvores que protegem os vinhedos dos fortes ventos oriundo da Cordilheira dos Andes. Elaborado com a Cabernet Sauvignon, esse tinto tem um estilo gastronômico, ideal para ser degustado com alguma receita.",Tinto,Argentina-Mendoza,Bodega Navarro Correas,12.50% ABV,9 meses em barricas de carvalho.,2017,Meio Seco/Demi-Sec,Rubi,"Frutas vermelhas, frutas negras, herbáceo, defumado, especiarias","Leve, taninos macios, boa acidez",15 °C,4 anos,"Penne cozido no molho de tomate com gratinado de queijo, bolinho de feijoada, berinjela à parmegiana, pimentão recheado com carne, churrasco, quibe assado com requeijão e muçarela."
https://wine.com.br/vinhos/macmurray-ranch-central-coast-pinot-noir-2014/prod18928.html,MacMurray Ranch Central Coast Pinot Noir 2014,4.5,2,"Um tinto frutado, com notas de cereja negra, framboesa e romã, sobre nuances de tabaco e canela. Em boca ele tem corpo de leve para médio, boa acidez, taninos sedosos, além de um bom final. A vinícola Macmurray tem por objetivo fazer o melhor Pinot Noir californiano. pois veem esta variedade como aquela que, mais que qualquer outra, é capaz de traduzir o terroir, o caráter do solo, o teor do clima e a emoção de quem a cultiva.",Tinto,Estados Unidos-Califórnia,MacMurray Estate Vineyard,14.50% ABV,8 a 9 meses em barricas de carvalho junto com as borras (Sur lie).,2014,Meio Seco/Demi-Sec,Rubi claro,"Cereja negra, framboesa, romã, tabaco, canela","Corpo de leve para médio, boa acidez, taninos sedosos, frutado, bom final",14 °C,5 anos,"Atum grelhado em crosta de gergelim, ravióli de abóbora com carne-seca, salmão grelhado com batata, galeto assado com purê de mandioquinha, penne ao sugo, e queijos semiduros."
https://wine.com.br/vinhos/ghost-pines-winemaker-s-blend-red-2015/prod18925.html,Ghost Pines Winemaker's Blend Red 2015,5.0,5,"Frutas maduras, especiarias, baunilha e traço amadeirado são os aromas encontrados neste tinto com bom corpo, acidez agradável e taninos macios. Esse rótulo mescla diferentes variedades cultivadas em três áreas distintas da Califórnia, expressando não só um assemblage de uvas, mas também de terroirs.",Tinto,Estados Unidos-Califórnia,Ghost Pines,15.00% ABV,9 meses em barricas de carvalho,2015,Seco,Rubi intenso,"Frutas maduras, especiarias, baunilha, amadeirado","Bom corpo, acidez agradável, taninos macios",15 °C,6 anos,"Paleta de cordeiro assada com polenta trufada, ojo de bife grelhado com batatas rústicas, creme de cogumelos selvagens, meatloaf, pappardelle com salsa di coniglio, queijos como reino, asiago, caciocavallo e provolone."
https://wine.com.br/vinhos/carpineto-riserva-d-o-c-g-chianti-classico-2013/prod18934.html,Carpineto Riserva D.O.C.G. Chianti Classico 2013,3.0,4,"Este rótulo que expressa elegância e intensidade, nos aromas e sabores, possui a mais alta certificação de vinhos da Itália, a D.O.C.G.. Com 91 pontos do guia Gilbert & Gaillard esse exemplar traz a tipicidade do terroir de Chianti Classico, que possui uma área específica tida como a mais antiga da região de Chianti.",Tinto,Itália-Chianti Classico,Carpineto,13.50% ABV,"Mínimo de 12 meses em barricas de carvalho francês e eslavo, seguido por 10 meses em garrafas, nas caves. ",2013,Seco,Rubi com reflexo granada,"Frutas maduras, especiarias, folhas secas, amadeirado","Elegante, taninos presentes, boa acidez, médio corpo",16 °C,8 anos,"Leitão a pururuca, risoto de tomate seco e bacon, cozido português, picanha na brasa, costela com legumes, queijo semiduros."
https://wine.com.br/vinhos/bridlewood-paso-robles-cabernet-sauvignon-2016/prod18917.html,Bridlewood Paso Robles Cabernet Sauvignon 2016,3.5,3,"Tinto californiano rico em aromas de frutas como groselha negra e amora, sobre nuances de noz-moscada, canela e cravo. Seu paladar é de médio corpo, macio, fresco e muito agradável. É elaborado pela Bridlewood Estate Winery a partir de seus vinhedos em Paso Robles, caracterizando assim neste exemplar o seu terroir de origem bem como o caráter varietal da Cabernet Sauvignon, uva que predomina em sua composição.",Tinto,Estados Unidos-Califórnia,Bridlewood Estate Winery,13.80% ABV,8 meses em barricas de carvalho francês.,2016,Meio Seco/Demi-Sec,Rubi intenso,"Groselha negra, amora, noz-moscada, canela, cravo","Médio corpo, fresco, taninos macios, bom final, frutado, amadeirado",16 °C,6 anos,"Vitela com cogumelos, linguine com ragu de calabresa, steak au poivre, berinjela à parmegiana, risoto de queijo provolone, e queijos semiduros."
https://wine.com.br/vinhos/carpineto-chianti-classico-docg-2016/prod18933.html,Carpineto Chianti Classico DOCG 2016,3.5,2,"Tinto italiano com aromas frutados, com notas de folhas secas, especiarias e nuance floral. No paladar, se revela gastronômico, com médio corpo, toque de especiarias, boa acidez e taninos macios. Na região de Chianti Classico, na Itália, a Sangiovese é protagonista e precisa compor, no mínimo, 80% do corte nos exemplares.",Tinto,Itália-Chianti Classico,Carpineto,13.00% ABV,"4 a 6 meses em barricas de carvalho, mais um período em tanques e permanece até 6 meses em garrafa. ",2016,Seco,Rubi,"Frutas vermelhas, frutas negras, folhas secas, especiarias, floral","Médio corpo, especiarias, boa acidez, taninos macios, final agradável, gastronômico",15 °C,6 anos,"Risoto de tomate seco com bacon, berinjela à parmegiana, tagliatelle ao sugo, empadão de bacalhau, filé-mignon assado, batatas recheadas."
https://wine.com.br/vinhos/barahonda-campo-arriba-2016/prod18879.html,Barahonda Campo Arriba 2016,4.0,38,"Este vinho provém de uvas de um terroir especial, Campo Arriba, uma área no extremo norte de Yecla, caracterizada por altitudes entre 700 e 800 metros. O efeito desta altitude na temperatura local colabora para a preservação da acidez natural das uvas, o que reflete no caráter frutado e frescor suculento deste exemplar.",Tinto,Espanha-Yecla,Barahonda,14.50% ABV,3 meses em barricas de carvalho francês.,2016,Seco,Rubi.,"Frutas vermelhas, frutas negras, especiarias, cacau, baunilha","Corpo de leve para médio, boa acidez, taninos macios, frutado",15 °C,8 anos,"Conchiglione ao funghi secchi, maminha assada com batatas rústicas, puchero, penne à bolonhesa, mignon à Wellington, e queijos semiduros."
https://wine.com.br/vinhos/carpineto-chianti-classico-riserva-docg-2013-1-5-l/prod18935.html,"Carpineto Chianti Classico Riserva Docg 2013 1,5 L",,,"Tinto com aromas de folhas secas, especiarias e tosta. No paladar, se mostra frutado, gastronômico, de médio corpo, com taninos macios. Produzido sob a Denominação de Origem Controlada e Garantida Chianti Classico, a mais tradicional da Toscana, é elaborado pela Carpineto e recebeu 91 pontos do guia Gilbert & Gaillard.",Tinto,Itália-Chianti Classico,Carpineto,13.50% ABV,Mínimo de um ano em barricas de carvalho francês e esloveno.,2013,Seco,Rubi intenso,"Frutas negras, folhas secas, especiarias, tosta","Frutado, gastronômico, médio corpo, taninos macios, folhas secas",16 °C,8 anos,"Leitão a pururuca, lasanha de tomate seco com ricota, cozido português, picanha na brasa, costela com legumes, queijo semiduros."
https://wine.com.br/vinhos/louis-m-martini-lot-n-1-napa-valley-cabernet-sauvignon-2014/prod18927.html,Louis M. Martini Lot nº. 1 Napa Valley Cabernet Sauvignon 2014,,,"Esse exemplar é aclamado mundialmente, e revela toda a complexidade da Cabernet Sauvignon, a rainha das uvas tintas. Com características marcantes, esse tinto teve safras seguidas pontuadas por Robert Parker, renomado crítico de vinhos.",Tinto,Estados Unidos-Napa Valley,Louis M. Martini Winery,15.10% ABV,19 meses em barricas de carvalho francês,2014,Seco,Rubi intenso,"Frutas em compota, frutas maduras, especiarias, tabaco, tosta, defumado, couro","Intenso, complexo, harmônico, encorpado, fresco, taninos marcantes, final persistente",16 °C,20 anos,"Tornedor de mignon envolto em bacon e queijo brie, picanha ao avesso, risoto de funghi e carne seca, rigatoni com ragu de ossobuco, barreado, queijos duros."
https://wine.com.br/vinhos/edna-valley-central-coast-pinot-noir-2015/prod18920.html,Edna Valley Central Coast Pinot Noir 2015,,,"Este exemplar é um blend de terroirs californianos, seus vinhedos estão localizados em duas importantes áreas dentro de Central Coast: Monterey County e San Luis Obispo. Um aval de sua qualidade foi receber a medalha de prata na Central Coast Wine Competition, em Paso Robles, 2017.",Tinto,Estados Unidos-Califórnia,Edna Valley Vineyard,14.30% ABV,6 a 8 meses em barricas de carvalho francês,2015,Meio Seco/Demi-Sec,Rubi claro,"Frutas vermelhas, terroso, floral, especiarias","Frutado, terroso, leve, acidez agradável, taninos macios",15 °C,5 anos,"Lombo suíno ao molho de frutas vermelhas, crocque monsieur de Gruyère e Parma, escondidinho de camarão, temaki de atum, risoto de tomate seco com brie, e queijos semiduros."
https://wine.com.br/vinhos/bodega-navarro-correas-los-arboles-mendoza-malbec-2017/prod18893.html,Bodega Navarro Correas Los Arboles Mendoza Malbec 2017,3.5,40,"Com um estilo gastronômico, ideal para ser degustado junto com alguma receita, este tinto é elaborado com a uva tinta de origem francesa Malbec, que representa hoje cerca de 35% dos hectares de vinhas da Argentina, país que detém a maior área de vinhedos plantados dessa variedade no mundo.",Tinto,Argentina-Mendoza,Bodega Navarro Correas,12.50% ABV,9 meses em barricas de carvalho,2017,Meio Seco/Demi-Sec,Rubi,"Cereja, ameixa, tosta","Frutado, leve, boa acidez, taninos sutis, gastronômico",15 °C,4 anos,"Empanadas de carne, nhoque de mandioquinha ao sugo, risoto de calabresa com abóbora, batata recheada com queijo e tomate, espetinho de frango com bacon, carne de panela com legumes. "
https://wine.com.br/vinhos/joseph-pellerin-reserve-a-o-c-cotes-du-rhone-2016/prod18846.html,Joseph Pellerin Reserve A.O.C. Côtes-du-Rhône 2016,3.5,11,"Este é um tinto de estilo clássico do Rhône, trazendo as três uvas tintas mais importantes da região, a Grenache, a Syrah, e a Mourvèdre. Esse assemblage é conhecido mundialmente como GSM.",Tinto,França-Côtes du Rhône,Joseph Pellerin,14.00% ABV,Breve passagem em barris de carvalho.,2016,Seco,Rubi,"Ameixa, amora, cereja, defumado, pimenta","Corpo de leve para médio, acidez agradável, taninos macios",15 °C,5 anos,"Pizza de lombo defumado, penne com ragu de linguiça, carne de panela com batatas, lasanha, iscas de filé acebolado, queijos semiduros. "
https://wine.com.br/vinhos/bridlewood-monterey-county-pinot-noir-2015/prod18918.html,Bridlewood Monterey County Pinot Noir 2015,4.0,4,"Cereja negra, pimenta, nuances de violeta e tosta são os aromas deste tinto de paladar frutado, com boa acidez, corpo de leve para médio e taninos macios. Elaborado na costa da Califórnia esse rótulo traz a tipicidade dos vinhos desta região. O solo que origina as uvas deste exemplar tem uma composição semelhante aos dos vinhedos da emblemática Borgonha.",Tinto,Estados Unidos-Monterey County,Bridlewood Estate Winery,14.20% ABV,6 meses em barricas de carvalho francês,2015,Meio Seco/Demi-Sec,Rubi,"Cereja negra, pimenta, violeta, tosta","Frutado, boa acidez, corpo de leve para médio, taninos macios",15 °C,6 anos,"Atum grelhado, filé-mignon com batatas rústicas, tagliatelle ao sugo, pizza marguerita, bacalhau ao forno, risoto com vegetais e bacon."
https://wine.com.br/vinhos/marie-louise-parisot-i-g-p-pays-doc-malbec-2016/prod18842.html,Marie Louise Parisot I.G.P. Pays dOc Malbec 2016,,,,,,Wine.com.br,,,,,,,,,,
https://wine.com.br/vinhos/vinedo-de-los-vientos-angel-s-cuvee-ripasso-de-tannat-2011/prod18874.html,Viñedo de los Vientos Angel's Cuvée Ripasso de Tannat 2011,5.0,6,"Com um estilo marcante, esse tinto é elaborado com antigas técnicas da região italiana do Vêneto, origem da família dos fundadores da vinícola. Essa safra, 2011, foi pontuada com 93 Descorchados, um famoso Guia que avalia os vinhos da América do Sul.",Tinto,Uruguai-Atlántida,Viñedo de los Vientos,15.00% ABV,18 meses em barricas de carvalho,2011,Seco,Rubi intenso,"Frutas negras em compota, figo, chocolate, amadeirado","Concentrado, encorpado, taninos presentes, acidez agradável, final persistente",15 °C,9 anos,"Contra-filé assado ao molho de framboesas, risoto de tomate seco, polenta ao ragu de carne com trufas brancas, lombo suíno ao molho agridoce, paleta de cordeiro, queijos como grana padano."
